Card ID,Name,Game,Render Type,Card Size,Cycle,Found In,Acquisition,Flavor,Slot,Transforms Into,Traits,Attack Dice,Precision,Power,Defensive Statistics,Backside text,Asterisk Effect,AB for Parsing,Ability Box Literal,Secrets,FAQ,Errata
"EJ2928, EJ2929",Quicksilver Bow,Odyssey,Gear,Mini American,Cycle V,,Crafting,"Each time you pull the bowstring, threnody",2 Hands,,"Bow, Liquid, Siren, Quicksilver",3,+4,2 Red. +2 Power. Danger 5+ +1 Power,,,,{Ranged 3-4}. {Spiral 3}. {Opening 2}. {Hope 2}. {Cumbersome}. $Fate {Liquid Edge}. $Fate {Tilt}. <Crit Miss> Gain the [Fear|AL0299] Condition card. %Despair 2+% {Succor},,,,
"EJ2930, EJ2931",Squirming Knives,Odyssey,Gear,Mini American,Cycle V,,Crafting,"It was so hard to breathe life into these embers, and they are unwilling",3 1 Hands,,"Knife, Liquid, Siren, Quicksilver",6,+3,1 Red. +2 Power. Despair 2+ -1 Power,,,,{Spiral 6}. $Fate {Liquid Edge}. <Each Hit> {Opening 1} and {Reposition 1}. <Crit Miss> Gain 1 Despair token. %Danger 6+% $Oxygen {Heartseeker},,,,
"EJ2932, EJ2933",Trench Khopesh,Odyssey,Gear,Mini American,Cycle V,,Crafting,"Where no light shines, teeth still gleam",1 Hand,,"Siren, Primordial, Khopesh, Atlantean, Bone",2,+X,1 White. +1 Power,,,X is equal to the number of Despair tokens on all Titans,{Spiral 2}. %Despair 3+% One @WhitePowerDie becomes @MortalPowerDie,,,,
"EJ2934, EJ2935",Trench Kusarigama,Odyssey,Gear,Mini American,Cycle V,,Crafting,You're not quite sure where this design originates. Rhodes perhaps?,2 Hands,,"Kusarigama, Rope, Primordial, Atlantean, Argotech, Metal",3,+4,1 Red. +1 White. +1 Power,,,,"{Reach 3}. {Opening 2}. {Pull 2}. $Fate {Tilt}. <Each Hit> {Hope 1}. <Full Hit> Immediately place 1 Diversion token in the Kratos Pool. %Danger 6+% {Deny}. After you resolve the Deny Attack, discard this card",,,,
"EJ2936, EJ2937",Clawhorn Harpoon,Odyssey,Gear,Mini American,Cycle V,,Crafting,"Impact triggers postmortem contractions, which shred the target",2 Hands,,"Harpoon, Primordial, Atlantean, Argotech, Metal",2,+1,1 Black. +1 White,,,,{Ranged 4-6}. {Overbreak 2}. {Closing 3}. {Cumbersome}. {Pull 4}. {Light 1}. <Full Hit> Your highest tier Power Die becomes one tier higher for this Attack. %Danger 4+% {Harpooned},,,,
"EJ2938, EJ2939",Spiral Visor,Odyssey,Gear,Mini American,Cycle V,,Crafting,It oscillates at the frequency of your failure,Support,,"Siren, Quicksilver, Primordial",,,,,,,{Spiral 1}. $Fate {Rescan}. <Reaction> $Aether $Exhaust {Superior Reflex}. %Rage 5+% $Discard Gain the [Dread|AL0299] Condition card to reveal the top BP card,,,,
"EJ2940, EJ2941",Silver Rebreather,Odyssey,Gear,Mini American,Cycle V,,Crafting,Swallowed. Don't be afraid. Its shape is just mindless mimicry,Support,,"Siren, Quicksilver, Primordial",,,,,,,$Pain $Fate $Exhaust Flip an Aether token. <Crit Evade Fail>: Gain 1 Pain token. %Pain 2+% $Discard {Superior Chance},,,,
"EJ2942, EJ2943",Ephemeral Pearl,Odyssey,Gear,Mini American,Cycle V,,Crafting,What a curious shape it takes..,Support,,"Siren, Quicksilver, Primordial, Shell",,,,1 Despair,,,$Fate $Exhaust Turn 1 Ambrosia or Pain token into 1 Despair token. %Despair 2+% Gain the [Dread|AL0299] Condition card to {Dare},,,,
"EJ2944, EJ2945",Silverlight Amulet,Odyssey,Gear,Mini American,Cycle V,,Crafting,It harbors the secret,Support,,"Eldertech, Gaia, Augment",,,,,,,{Light 3}. <Start of Battle> Gain 1 Aether token. %Despair 2+% $Fate $Ambrosia Gain the [Fear|AL0299] Condition card to {BP Suppress},,,,
"EJ2946, EJ2947",Medusian Wavegun,Odyssey,Gear,Mini American,Cycle V,,Crafting,"Disturbingly, the innert microwave eyestalks resume growth when put in a humanoid cranium",2 Hands,,"Bow, Pistol, Argotech, Fire, Primordial, Flesh",1,+4,"2 Red, 2 Black. +1 White",,,,"{Fire 4}. {Ranged 2-3}. {Commit}. {Reposition 2}. {Cumbersome}. %Rage 4+% {Deny}. After you resolve the Deny Attack, discard this card",,,,
"EJ2948, EJ2949",Heatsword,Odyssey,Gear,Mini American,Cycle V,,Crafting,"A blinded eyestalk loses its heatsink, allowing this sword to reach impossible temperatures",1 Hand,,"Slabsword, Fire, Primordial, Flesh",2,+6,1 Black. +1 White,,,,{Light 1}. {Fire 3}. {Closing 2}. {Power Re-roll 2}. $Fate $Oxygen {Heartseeker}. $Fate $Exhaust Discard 2 Bleeding tokens. <Crit Miss> Suffer {Burn}. %Danger 7+% {Liquid Edge},,,,
"EJ2950, EJ2951",Fireraiser Shield,Odyssey,Gear,Mini American,Cycle V,,Crafting,Is it a warped... pearl?,1 Hand,,"Shield, Fire, Primordial, Flesh, Stone",2,+4,1 Black. +1 Black. +2 Power,,,,{Fire 3}. {Pushback 2}. $Fate $Exhaust {Defy 1} or {Block 1}. $Fate {Tilt}. <Crit Evade> Discard 1 Ambrosia token. %Rage 5+% $Aether $Discard {Dare},,,,
"EJ2952, EJ2953",Infrared Signaler,Odyssey,Gear,Mini American,Cycle V,,Crafting,Carry your own,1 Hand,,"Pistol, Fire, Primordial, Argotech, Apparatus",,,,,,,"{Ranged 1-6}. {Fire 3}. $Fate $Exhaust {Defy 1}. %Rage 3+% $Fate $Discard If in Range, ignore Vanish, Fade In, or Black March, or perform a Scan on any Petrified Vent in Range",,,,
"EJ2954, EJ2955",Future Spirathorax,Odyssey,Gear,Mini American,Cycle V,,Crafting,"Those who commune with sirens say this is the armor they don, at some point in the future",Armor,,"Siren, Primordial, Shell",,,,1 Red,,,{Evasion Spiral 3}. {Armor Re-roll 2}. <Start of Battle> Gain 1 Oxygen token. $Fate $Fate {Mortal Reinforce 1}. $Fate $Exhaust {Stand up}. %Despair 3+% Discard all Ambrosia tokens,,,,
"EJ2956, EJ2957",Silverskin,Odyssey,Gear,Mini American,Cycle V,,Crafting,"A garb of pure liquid orichalcum, alive, but not sentient--hopefully",Armor,,"Siren, Primordial, Flesh, Robes",,,,4 Reroll. 2 Despair,,,+1 @Speed. {Light 2}. {Bypass}. {Vault}. {Tumble}. {Ambrosia Limit +1}. %Despair 3+% $Discard {Superior Chance},,,,
EJ2958,Mercurial Cryptex,Odyssey,Gear,Mini American,Cycle V,,Crafting,"Introduced into the cryptex field, liquid orichalcum exhibits some peculiar qualities",Attachment,,"Argotech, Augment, Cryptex, Siren",,,,,,,Unique. Titan Attachment. {Restricted} (_Cryptex_). +2 Precision. {Frontlines}. *Future Sync*: $Fate $CombatAction Gain a Combat Action token. %Danger 7+% <Reaction> $Aether $Exhaust {Advanced Reflex},,,,
"EJ2959, EJ2960",Moonlung,Odyssey,Gear,Mini American,Cycle V,,Crafting,Found within a meteorite fragment recovered from the deepest of trenches,Attachment,,"Primordial, Astral, Alive, Virus",,,,,,,"Titan Attachment. You start the Battle with 1 Oxygen token and you cannot gain Oxygen. <Start of you turn> Gain 1 Pain tokens and flip 1 Aether token. %Rage 5+% $Discard Draw an Obol to ignore Vanish, Fade In or Black March, or perform a Scan on any [Petrified Vent|EI2606]",,,,
EJ2961,Argocryptex Delta,Odyssey,Gear,Mini American,Cycle V,,Crafting,Designed for the future,Attachment,,"Argotech, Augment, Cryptex, Pandoran",,,,,,,Unique. Titan Attachment. {Restricted} (_Cryptex_). {Light 1}. {Frontlines}. *Future Semi Sync:* $Fate $MovementAction Gain a Movement Action token. %Danger 8+% <Reaction> $Oxygen $Exhaust {Advanced Reflex},,,,
EJ2962,Self-Inflicted,Odyssey,Gear,Mini American,Cycle V,Secret Deck 18,Story,As all zeal is,1 Hand,,"Sword, Atlantean, Areté, Pain, Elder",1,+3,"1 Red, 1 Mortal. +1 Power",,,,"Unique. {Startup X}. {Auto-break X}. {Strikeback 2}. {Break 2}. {Closing 1}. {Commit} (@Pain). X is equal to the number of Pain tokens you have. %Pain 4+% $Oxygen Roll for Awakening, adding +2 to the roll. If you don't Awaken, you die (once per Battle)",,,,
EJ2963,Light of Eos,Odyssey,Gear,Mini American,Cycle V,Secret Deck 18,Story,"In the Kingdom of the Argyros, the Sun does not set",2 Hands,,"Spear, Ship, Metal, Hephaestum",2,+3,2 Black,,,,"Unique. {Reach 2}. {Overbreak X}. {Commit}. {Light Y}. Y is the number of Despair tokens you have. $ComplicatedAction *Piercing Rush*: Perform {Rush}, X is the amount of spaces you move. <Crit Chance> {Tilt}",,,,
EJ2964,Eternal Vow,Odyssey,Gear,Mini American,Cycle V,Secret Deck 18,Story,Twice broken,3 Hands,,"Atlantean, Orichalcum, Relief, Hammer",1,+4,X Red. +1 Mortal,,,X is equal to 1 plus the number of Despair tokens you have,Unique. {Spiral 1}. {Truth X}. {Daze}. {Commit}. {Stuck}. <Start of Battle> You may gain 1 Despair token. %Despair 3+% $Fate $Aether {BP Suppress},,,,
EJ2965,Will Anthropos,Odyssey,Gear,Mini American,Cycle V,Secret Deck 18,Story,Curiously shaped by a Cyclopes smith for an Inheritor,1 Hand,,"Mortal, Mythical, Hephaestum, Orichalcum, Alloy",2,+6,1 Red. +1 Mortal,,,,"Unique. {Startup 4}. {Strikeback 0}. {Deadly}. {Elation 1}. $Fate {Tilt}. At the start of the Battle, and each time you draw a _You Live!_ Obol, gain the [Bravery|EL2600] Condition card. %Bravery% $Oxygen {Deny}",,,,
EJ2966,Claw Cracker,Odyssey,Gear,Mini American,Cycle V,Secret Deck 18,Crit Loot,The nerves of the Dragon remain active weeks after severing,1 Hand,,"Primordial, Chitin, Flesh, Claw, Cestus",3,+X,1 Black. +1 Power,,,X is equal to twice the number of Despair tokens you have,Unique. {Overbreak 3}. {Elation 1}. {Armor-piercing}. $Fate $Exhaust {Stand up}. %Danger 6+% <Reaction> $Fate $Exhaust {Vault},,,,
EJ2967,Phobos Whip,Odyssey,Gear,Mini American,Cycle V,Secret Deck 18,Crit Loot,What is this light that is neither bright nor warm?,1 Hand,,"Primordial, Flesh, Whip, Selenian",1,+9,"1 Red, 1 White",,,,Unique. {Reach 2}. {Light 1}. {Provoke}. Gain +1 to your Crit Chance range for each generic token on this card. <Wound> Place a generic token on this card. <Crit Chance> Discard all generic tokens from this card. %Rage 1+% Double the number of Kratos tokens you place from your Kratos Table abilities,,,,
EJ2968,Grinmask,Odyssey,Gear,Mini American,Cycle V,Secret Deck 18,Crit Loot,To wear the face of your fear is to conquer it,Attachment,,"Primordial, Flesh, Mask",,,,1 Despair,,,Unique. {Fearless}. <Crit Chance> Gain 1 Aether token. %Despair 1+% Ignore the {Pale Grin of Death} and {Pale Grin of Doom} Traits,,,,
EJ2969,Oculus Headlamp,Odyssey,Gear,Mini American,Cycle V,Secret Deck 18,Crit Loot,Argo tekne turns heat into light,Attachment,,"Primordial, Flesh, Selenian, Argotech",,,,,,,"Unique. {Light 3}. During a Scan you may redraw the Major Trauma cards X times, where X is the number of Aether tokens you have",,,,
EJ2970,Veilwrappings,Odyssey,Gear,Mini American,Cycle V,Secret Deck 18,Crit Loot,"Wrap yourselves tight and brave the void, and never ask what it was made from",Armor,,"Primordial, Flesh, Cloth, Cloak, Void",,,,4 Reroll,,,"Unique. {Bypass}. Ignore Skitter. $Fate $Exhaust {Hide}. When Hidden, gain +2 @Speed. %Aether 2+% {Primordial Bypass}",,,,
EJ2971,Microwave Shieldscale,Odyssey,Gear,Mini American,Cycle V,Secret Deck 18,Crit Loot,Thick cancerous hide as good at resisting heat as retaining it,1 Hand,,"Primordial, Flesh, Fire, Stone, Shield",4,+4,1 Red. +1 Power. Danger 6+ +1 Power,1 Microwave,,,Unique. {Overbreak 2}. Ignore {Burn}. $Fate $Exhaust {Block 1},,,,
EJ2972,Pilfered Blade,Odyssey,Gear,Mini American,Cycle V,Secret Deck 18,Crit Loot,"Despite all efforts, the blade slowly solidifies after separation",1 Hand,,"Argotech, Atlantean, Aether, Blade, Hephaestum",1,+6,"2 Red, 1 Mortal",,,,"Unique. {Strikeback 1}. {Deadly}. Disable the [Toying|EX3219] Trait. $Pain {Heartseeker}. $Pain {Liquid Edge}. %Pain 3+% $Oxygen Roll for Awakening, adding +2 to the roll. If you don't Awaken, you die (once per Battle)",,,,
EJ2973,Synergic Armor,Odyssey,Gear,Mini American,Cycle V,Secret Deck 18,Crit Loot,It slots neatly into the sockets in your Titan's body,Armor,,"Argotech, Atlantean, Aether, Hephaestum",,,,+1 Evasion. 1 Pain,,,Unique. {Light 1}. $Fate $Pain {Dodge}. <Crit Evade Fail> Gain 1 Pain token. Disable the [Toying|EX3219] Trait. %Rage 5-% $Fate $Discard {Superior Chance},,,,
EJ2974,Iapetus Helm,Odyssey,Gear,Mini American,Cycle V,Secret Deck 18,Crit Loot,The purpose of the exhausts remains unknown,Support,,"Argotech, Atlantean, Aether, Augment, Helm",,,,,,,Unique. Ignore Status Feints. $Fate {Rescan}. <Reaction> $Fate $Exhaust {Superior Reflex}. Disable the [Toying|EX3219] Trait,,,,
EJ2975,Flame-Hardened Plate,Odyssey,Gear,Mini American,Cycle V,Secret Deck 18,Crit Loot,Ceramics spun by the Theatre from some unknown future,Armor,,"Mnestis, Aether, Ceramic, Imaginary",,,,1 Mortal,,,Unique. Ignore Burn. <Start of Battle> Gain 1 Aether token. %Fate 6+% Immediately discard this card,,,,
EJ2976,Strungstring,Odyssey,Gear,Mini American,Cycle V,Secret Deck 18,Crit Loot,What metal is this?,1 Hand,,"Mnestis, Aether, Alloy, Imaginary, Sword, Vorpal",1,+6,4 Black,,,,Unique. {Stuck}. {Liquid Edge}. *Non-euclidean:* You can only attack diagonally. <Crit Chance> Your highest tier Power Die becomes one tier higher for this Attack. %Fate 6+% Immediately discard this card,,,,
EJ2977,Headdress of the Deep,Odyssey,Gear,Mini American,Cycle V,Secret Deck 18,Crit Loot,It stuck to the helm like a barnacle and began to grow,Support,,"Primordial, Ambrosia, Olympian",,,,,,,Unique. {Husk}. You cannot die from Despair. $Ambrosia $Ambrosia {Abysswalk}. <Crit Miss> @Adversary,,,,
EJ2978,Dark Exemplar,Odyssey,Gear,Mini American,Cycle V,,Crafting,This rare mutation suggests the Dragons we face are but poor imitations of the real thing,Support,,"Primordial, Flesh, Mask, Selenian",,,,3 Despair,,,Unique. Immune to [Fear|AL0299] and [Dread|AL0299] Condition cards. <Crit Chance> Gain 1 Aether token. %Despair 1+% Ignore the {Pale Grin of Death} and {Pale Grin of Doom} Traits,,,,
EJ2979,Phobos Urumi,Odyssey,Gear,Mini American,Cycle V,,Crafting,Light into pain,1 Hand,,"Primordial, Flesh, Whip, Sword, Selenian",3,+9,1 Red. +1 White,,,,Unique. {Reach 2}. {Deadly}. Gain +1 to your Crit Chance range for each generic token on this card. <Wound> Place 1 generic token on this card. <Crit Chance> Discard all generic tokens from this card and gain 1 Pain token. %Rage 1+% Double the number of Kratos tokens you place from your Kratos Table abilities,,,,
EJ2980,Oculus Lance,Odyssey,Gear,Mini American,Cycle V,,Crafting,The parastic qualities of the deepsea Primordials remain disturbing,2 Hands,,"Primordial, Flesh, Selenian, Argotech, Lance",2,+6,1 Red. +1 White. +1 Power,,,,Unique. {Reach 3}. {Light 3}. {Opening 5}. %Aether 1+% {Tilt}. %Aether 2+% +1 @Power. %Aether 3+% {Precise}. %Aether 4+% +1 @Power. %Rage 3+% $Fate {Deny},,,,
EJ2981,Crown of the Trench,Odyssey,Gear,Mini American,Cycle V,,Crafting,It blooms,Attachment,,"Primordial, Ambrosia, Olympian, Mortal",,,,,,,Unique. {Stalwart}. {Husk}. You cannot die from Despair. $Ambrosia $Ambrosia {Abysswalk}. <Crit Miss> Your highest tier Power Die becomes @MortalPowerDie. %Rage 5+% $Oxygen $Discard {Dare},,,,
"EJ2982, EJ2983",Hermes Highway,Odyssey,Gear,Mini American,Cycle V,,Crafting,What comes next?,Attachment,,"Hermes, Argotech, Metal",,,,,,,Titan Attachment. {Restricted} (_Hermes Gear_). Other Titans may treat you like an Elevated Terrain tile for purposes of Hermes Movement They may only end such movement on a space adjacent to you,,,,
"EJ2984, EJ2985",Executioner Armor,Odyssey,Gear,Mini American,Cycle V,,Crafting,"Light, sturdy alloys make it one of the lightest sets in your armory",Armor,,"Atlantean, Nemesistech, Aether, Hephaestum",,,,+2. 2 Pain. 2 Despair,,,{Bypass}. $Fate $Exhaust {Acrobatics}. <Reaction> $Fate $Exhaust {Advanced Reflex}. %Danger 9+% $Aether $Exhaust {Superior Chance},,,,
"EJ2986, EJ2987",Executioner Shortswords,Odyssey,Gear,Mini American,Cycle V,,Crafting,They will say I gave birth to the next Aeon,2 Hands,,"Atlantean, Nemesistech, Aether, Hephaestum, Knife",6,+3,1 Red. +2 Power,,,,{Pole Position}. <Each Hit> {Closing 1}. <Each 2 Hits> {Hope 1}. <Full Hit> Crit Chance. <Crit Chance> {Precise}. %Danger 6+% $Fate $Aether {Clutch},,,,
"EJ2988, EJ2989",Executioner Helm,Odyssey,Gear,Mini American,Cycle V,,Crafting,"The truth, you can almost see it now..",Support,,"Atlantean, Nemesistech, Aether, Hephaestum, Helm, Augment",,,,,,,{Rocksteady}. {Fearless}. $Fate $Exhaust {Heartseeker}. %Danger 6+% <Reaction> $Fate $Exhaust Grant {Superior Reflex} to another Titan,,,,
EJ2990,Oculus Lighthouse,Odyssey,Gear,Mini American,Cycle V,,Crafting,Its light reaches all,Support,,"Primordial, Flesh, Selenian, Argotech, Void",,,,,,,"Unique. {Light X}. {Inspire X}. {Motivate X}. $Fate $Exhaust {Provoke}. When you *Provoke* or *Crit Chance*, gain 1 Aether token. X is equal to your Aether tokens. %Rage 5+% $Discard Ignore Vanish, Fade In, or Black March, or perform a Scan on any [Petrified Vent|EI2606]",,,,
EJ2991,Deadalive Spear,Odyssey,Gear,Mini American,Cycle V,,Crafting,"Free from its larvae form, the butterfly flies",2 Hands,,"Spear, Primordial, Olympian, Flesh, Alive",3,+3,1 Red. +1 White. +X Power,,,,Unique. {Reach 2}. {Vault}. {Opening X}. $Ambrosia {Abysswalk}. <Crit Miss> Your highest tier Power Die becomes @MortalPowerDie. %Ambrosia 2+% X is equal to the amount of Obol cards in the Obol deck,,,,
EJ2992,Typhonic Cryptex,Odyssey,Gear,Mini American,Cycle V,Secret Deck 18,Story,"During the Golden Age, the gods used them to control swarms of the Typhon",Attachment,,"Augment, Cryptex, Typhonic, Divine, Eldertech",,,,,,,Unique. Titan Attachment. {Restricted} (_Cryptex_). Precision +2. {Frontlines}. *Enslave*: $Fate $Exhaust Each other Titan gains 1 Pain token and moves up to 3 spaces. This is considered involuntary movement. <Reaction> $Aether $Exhaust Grant {Superior Reflex} to another Titan. That Titan gains 1 Pain token,,,,
EJ2993,Dodona Cryptex,Odyssey,Gear,Mini American,Cycle V,Secret Deck 18,Story,"Rebuilt from the Typhonic, where that one commands, this one serves with counsel",Attachment,,"Argotech, Augment, Cryptex, Typhonic",,,,,,,Unique. Titan Attachment. {Restricted} (_Cryptex_). {Light 1}. {Frontlines}. *Herd Sync:* $Fate Move @CombatAction or @MovementAction Fatigue token from another Titan's sheet to your sheet. You may use this ability during another Titan's turn. <Reaction> $Aether $Exhaust {Advanced Reflex},,,,
EJ2994,Hunter Killer,Odyssey,Gear,Mini American,Cycle V,Secret Deck 18,Treasure,Made from an experimental deepsea warship,2 Hands,,"Harpoon, Orichalcum, Atlantean",2,+6,1 Black. +1 Black,,,,Unique. +1 @Speed. {Ranged 3-6}. {Unwieldy}. {Cumbersome}. {Pull 3}. {Black 3}. %Danger 5+% {Harpooned},,,,
EJ2995,Big Boy Mazey,Odyssey,Gear,Mini American,Cycle V,Secret Deck 18,Story,Argonaut's best friend,Attachment,,"Dog, Labyrinth, Pug, Cherished Companion",,,,,,,"{Ascended}. Unique. Titan Attachment. +1 to Judgement Tests. $Discard When you are about to die from the [Fear|AL0299] or [Dread|AL0299] Condition cards, ignore this death. $Discard During an Awakening Roll, add +1 to the result",,,,
ZJ2996,Bow of Artemis (Generated),Odyssey,Gear,Mini American,Cycle V,Secret Deck 18,Truth Machine,"You are either the hunter, or the prey",2 Hands,,"Bow, Divine, Wood",4,+3,1 Red. +1 Red,,,,"Mnestis-generated. Unique. {Cumbersome}. {Ranged 3-7}. {Reposition 2}. {Opening 2}. {Fire 2}. {Assist 2}. One @d10 (non-Crit one) always hits. *Olympian Prey:* If you don't attack with this Weapon during your turn, draw an Obol. %Rage 4+% $Fate {Precise}",,,,
ZJ2997,Damocles Crown (Generated),Odyssey,Gear,Mini American,Cycle V,Secret Deck 18,Truth Machine,"In his defeat, King Sisyphus sowed the seeds of victory",Support,,"Helm, Iron, Hephaestum, Mythical",,,,2 Despair,,,"Mnestis-generated. Unique. {Motivate 1}. Motivate 1. Motivate 1. {Inspire 1}. {Rouse}. {Despair Limit +2}. *Heavy is the Head:* Ignore Instant Death effects. Always perform an Obol Draw from two Obols. Always perform an Obol Draw instead of a Trauma Draw. *And the Sword is Sharp:* When you are hit by a Primordial's AI, place 1 negative @AT token in the Kratos Pool. %Danger 7+% Gain the [Marked for Death|AM0323] Major Trauma card. Ignore the death effect of the [Fear|AL0299] and [Dread|AL0299] Condition cards",,,,
ZJ2998,Atlantean Gun (Generated),Odyssey,Gear,Mini American,Cycle V,Secret Deck 18,Truth Machine,,2 Hands,Atlantean Lance (Generated),"Gun, Atlantean, Iron, Metal",3,+4,1 Red. +1 Red. Danger 7+ +1 Power,,,,"Mnestis-generated. Unique. {Ranged 4-6}. {Auto-break 1}. {Fire 4}. {Wound Trick}. {Commit} (@Energy @Fate). $Energy <Wound> Unlock a Primordial VP. When you Wound Trick, regain 1 @Energy",,,,
ZJ2998,Atlantean Lance (Generated),Odyssey,Gear,Mini American,Cycle V,Secret Deck 18,Truth Machine,,2 Hands,Atlantean Gun (Generated),"Lance, Atlantean, Iron, Metal",1,+1,"1 Red, 1 Black, 1 White",,,,"Mnestis-generated. Unique. {Reach 2}. {Opening 2}. {Hope 1}. {Assist 2}. {Trauma Trick}. $ComplicatedAction {Improved Rush}. If attacking from a VP, gain +1 @Power. <Wound> Unlock a Primordial VP",,,,
ZJ2999,Poseidonis (Generated),Odyssey,Gear,Mini American,Cycle V,Secret Deck 18,Truth Machine,Black depths bleed black thoughts and blacker deeds,2 Hands,,"Trident, Spear, Divine, Hephaestum",3,+3,1 Red. +2 Power,,,,Mnestis-generated. Unique. {Ranged 1-4}. {Auto-hope 1}. {Auto-black 1}. {Elation 2}. {Vault}. {Pull 1}. <Start of your turn> Gain 1 Ambrosia token. <Wound> You may discard 1 Condition token. %Fate 6+% Gain +1 @Power against @GT. $Discard Discard all Ambrosia tokens from any Titan,,,,
"ZJ3000, ZJ3122",Pantheon (Generated),Odyssey,Gear,Mini American,Cycle V,Secret Deck 18,Truth Machine,"Follow in the footsteps of the Savior Thief, for nothing is Holy","1 Hand, 2 Hands, 3 Hands",,"Slabsword, Club, Relief, Divine",1,+0,2 White. +2 Power,,,,"Mnestis-generated. Unique. -2 @Speed. {Hope 3}. {Opening 3}. {Pushback 2}. {Cumbersome}. {Commit}. Ignore the _Lumbering_ Trait. If used with fewer hands than 3, lose -2 Precision and -1 @Power per missing hand. %Rage 2+% *Aeon Transgress:* At the start of your turn, make an Awakening Roll, adding @Rage to your roll. If you Awaken, treat it as if you had Awakened from an Obol (you die at the end)",,,,
ZJ3001,Recycled Wishhoard,Odyssey,Gear,Mini American,Mnestis Theatre,Secret Deck 17,Tree of Knowledge,"Too late did the Djinn realize, the lamps were for them",1 Hand,,"Shield, Gold, Metal, Wish",3,+5,Energy 0-3 1 Red. Energy 4-6 1 Black. Energy 7+ 1 White,3 Energy. 1 Midas. Energy 0-3 1 Reroll. Energy 4-6 3 Reroll. Energy 7+ 5 Reroll,,,"Mnestis. Unique. When you resolve a Wish Attack against you, gain 1 + AI level @Energy. $Energy $Energy $Energy $Exhaust The next time you would draw an AI, perform Signature instead. $Fate {Wishrod}, {Wish Armor}, {Advanced Wish Dodge}",,,,
ZJ3002,Carpet of the Anemoi,Odyssey,Gear,Mini American,Mnestis Theatre,Secret Deck 17,Tree of Knowledge,Used by the original Gravedivers of Babylonia,Support,,"Cloth, Flammable, Wish",,,,,,,"Mnestis. Unique. Spaces with this card lose Chasm and gain {Elevated}. <Start of Battle> Place this card anywhere on the Battle Board, so that it takes up 2 empty spaces. $Fate When a Titan on a space with this card is about to move in any way, move this card with them. Double that movement. %Danger 4+% Immune to {Float}",,,,
ZJ3003,The Manticore,Odyssey,Gear,Mini American,Mnestis Theatre,Secret Deck 17,Tree of Knowledge,Hunted to extinction during the XVIII Expedition to tame the Great Forest,3 1 Hands,,"Knife, Bone, Claw, Stinger, Mythic",5,+3,"1 Red. 1-2 Hits +1 Red. 3-4 Hits +1 Red, 1 Black. 5-6 Hits +1 Red, 1 Black, 1 White",1 Midas,,,"Mnestis. Unique. {Midas Immune}. {Closing 3}. {Strikeback 3}. {Hermes Reposition 1}. {Scale 3}. For each hit, choose one (you may choose each effect more than once): *Mortal:* Discard 1 Midas token to gain {Hope 1}. *Lion:* Gain 1 Midas token to gain {Auto-break 1}. *Scorpion:* Lower the next Primordial Response or After Attack movement by 1. %Danger 7+% <Wound> {AI Suppress}, {Diversion}",,,,
ZJ3004,Midas Catcher,Odyssey,Gear,Mini American,Mnestis Theatre,Secret Deck 17,Tree of Knowledge,A bauble from a different age,1 Hand,,"Metal, Shield, Umbrella, Blade",1,+8,3 Black. +1 Power,+2 Evasion. 1 Midas,,,"Mnestis. Unique. {Midas Immune}. {Hermes Reposition 1}. {Opening 2}. {Black 3}. {Hope 2}. {Elation 2}. $Fate {Lifeline} or {Block 2}, then gain 3 Midas tokens. <Reaction> $Fate {Advanced Hermes Reflex}, then suffer {Float}. Knockdown to {Stanch} (@Midas). %Fate 3+% $Discard {Stand up} and {deflate}. You may use this ability when knocked down and/or floating",,,,
ZJ3005,Panopticon,Odyssey,Gear,Mini American,Mnestis Theatre,Secret Deck 17,Tree of Knowledge,"In the last days of the Golden Age, their need for control reached unseen heights",Support,,"Stone, Helm, Babylonian, Dead",,,,1 Midas. 2 Despair,,,"Mnestis. Unique. {Wish Armor}. {Inspire 3}. {Knockback, Pull Reduction 6}. <Start of Battle> Gain 1 Aether token. <Start of your turn> Gain the [Terror|EL2596] Condition card, then reveal either the top AI or top BP card. You are always considered facing all directions and ignore Line of Sight. %Midas 2+% $Discard When you are about to die, reset all Terrain according to the Battle Setup, then {Lifeline}, finally suffer {Knockdown}",,,,
ZJ3006,Hermes Multitool,Odyssey,Gear,Mini American,Mnestis Theatre,Secret Deck 17,Tree of Knowledge,A vision of the future,Attachment,,"Metal, Rope, Hook, Hermes Gear, Argotech",,,,+3 Evasion,,,"Mnestis. Unique. Titan Attachment. Ignore the {Restricted} (_Hermes Gear_) keyword. {Hermes Reposition 3}. When you resolve Hermes Movement, place 1 of the following tokens on this card: Black, Closing, Hope, Fire, Diversion. When you are about to attack, move all tokens from this card into the Kratos Pool",,,,
